Source,Target,Weight,Type
PVCR , PVWR          ,1,chemical
PVCR , RID           ,19,chemical
PVCR , PVCL          ,4,chemical
PVCR , AVAL          ,10,chemical
PVCR , AVAR          ,5,chemical
PVCR , AVBL          ,21,chemical
PVCR , AVBR          ,14,chemical
PVCR , AVDL          ,16,chemical
PVCR , AVDR          ,6,chemical
PVCR , AVEL          ,6,chemical
PVCR , AVER          ,6,chemical
PVCR , LUAR          ,1,chemical
PVCR , SIBVR         ,10,chemical
PVCR , DA02          ,1,chemical
PVCR , DA04          ,1,chemical
PVCR , DA05          ,2,chemical
PVCR , DA07          ,1,chemical
PVCR , DB02          ,4,chemical
PVCR , DB03          ,6,chemical
PVCR , DB04          ,6,chemical
PVCR , VB03          ,1,chemical
PVCR , VB04          ,1,chemical
PVCR , VB06          ,4,chemical
PVCR , VB11          ,3,chemical
AVAL , RIAL          ,3,chemical
AVAL , PVNL          ,1,chemical
AVAL , PVCL          ,21,chemical
AVAL , PVCR          ,16,chemical
AVAL , AVAR          ,12,chemical
AVAL , AVBL          ,2,chemical
AVAL , AVDL          ,3,chemical
AVAL , AVDR          ,2,chemical
AVAL , AVEL          ,1,chemical
AVAL , AVER          ,2,chemical
AVAL , LUAL          ,6,chemical
AVAL , LUAR          ,2,chemical
AVAL , SABVL         ,2,chemical
AVAL , DA01          ,6,chemical
AVAL , DA02          ,10,chemical
AVAL , DA03          ,12,chemical
AVAL , DA04          ,12,chemical
AVAL , DA05          ,14,chemical
AVAL , DA07          ,4,chemical
AVAL , DA08          ,5,chemical
AVAL , DA09          ,3,chemical
AVAL , DB07          ,2,chemical
AVAL , AS02          ,2,chemical
AVAL , AS04          ,2,chemical
AVAL , AS05          ,6,chemical
AVAL , AS07          ,6,chemical
AVAL , AS08          ,6,chemical
AVAL , AS09          ,11,chemical
AVAL , AS10          ,5,chemical
AVAL , AS11          ,8,chemical
AVAL , VA01          ,2,chemical
AVAL , VA02          ,8,chemical
AVAL , VA03          ,6,chemical
AVAL , VA04          ,7,chemical
AVAL , VA05          ,7,chemical
AVAL , VA06          ,8,chemical
AVAL , VA07          ,7,chemical
AVAL , VA08          ,7,chemical
AVAL , VA09          ,7,chemical
AVAL , VA10          ,9,chemical
AVAL , VA11          ,6,chemical
AVAL , VA12          ,5,chemical
AVAR , RIGL          ,1,chemical
AVAR , PVCL          ,20,chemical
AVAR , PVCR          ,20,chemical
AVAR , AVAL          ,7,chemical
AVAR , AVBL          ,3,chemical
AVAR , AVBR          ,4,chemical
AVAR , AVDL          ,3,chemical
AVAR , AVDR          ,6,chemical
AVAR , AVER          ,3,chemical
AVAR , LUAL          ,4,chemical
AVAR , LUAR          ,16,chemical
AVAR , SAAVR         ,6,chemical
AVAR , SABVR         ,2,chemical
AVAR , SMDVR         ,1,chemical
AVAR , DA01          ,2,chemical
AVAR , DA02          ,9,chemical
AVAR , DA03          ,8,chemical
AVAR , DA04          ,9,chemical
AVAR , DA05          ,9,chemical
AVAR , DA06          ,4,chemical
AVAR , DA07          ,6,chemical
AVAR , DA08          ,20,chemical
AVAR , DA09          ,3,chemical
AVAR , DB02          ,2,chemical
AVAR , DB03          ,2,chemical
AVAR , AS01          ,2,chemical
AVAR , AS02          ,3,chemical
AVAR , AS04          ,2,chemical
AVAR , AS05          ,1,chemical
AVAR , AS06          ,2,chemical
AVAR , AS07          ,6,chemical
AVAR , AS08          ,10,chemical
AVAR , AS09          ,10,chemical
AVAR , AS11          ,10,chemical
AVAR , VA02          ,5,chemical
AVAR , VA03          ,6,chemical
AVAR , VA04          ,6,chemical
AVAR , VA05          ,2,chemical
AVAR , VA06          ,9,chemical
AVAR , VA07          ,7,chemical
AVAR , VA08          ,7,chemical
AVAR , VA09          ,7,chemical
AVAR , VA10          ,4,chemical
AVAR , VA11          ,13,chemical
AVAR , hyp           ,1,chemical
AVBL , SDQL          ,1,chemical
AVBL , AVJR          ,1,chemical
AVBL , AVL           ,1,chemical
AVBL , DVA           ,2,chemical
AVBL , PVNR          ,3,chemical
AVBL , PVPR          ,3,chemical
AVBL , PVCR          ,2,chemical
AVBL , AVAL          ,9,chemical
AVBL , AVAR          ,14,chemical
AVBL , AVBR          ,6,chemical
AVBL , AVDR          ,3,chemical
AVBL , AVER          ,1,chemical
AVBL , DA05          ,1,chemical
AVBL , DA07          ,1,chemical
AVBL , AS04          ,1,chemical
AVBL , AS05          ,2,chemical
AVBL , AS10          ,2,chemical
AVBL , VA02          ,3,chemical
AVBL , VA10          ,1,chemical
AVBL , VB02          ,3,chemical
AVBL , hyp           ,1,chemical
AVBL , VC03          ,3,chemical
AVBR , AIBR          ,1,chemical
AVBR , AVJL          ,2,chemical
AVBR , AVAL          ,10,chemical
AVBR , AVAR          ,14,chemical
AVBR , AVBL          ,2,chemical
AVBR , AVDL          ,4,chemical
AVBR , AVER          ,2,chemical
AVBR , DA03          ,3,chemical
AVBR , DA04          ,1,chemical
AVBR , DA07          ,1,chemical
AVBR , DB04          ,1,chemical
AVBR , AS01          ,2,chemical
AVBR , AS03          ,3,chemical
AVBR , AS04          ,1,chemical
AVBR , AS10          ,1,chemical
AVBR , VA03          ,3,chemical
AVBR , VA04          ,2,chemical
AVBR , VD03          ,2,chemical
AVBR , vBWML16       ,1,chemical
AVBR , HSNR          ,1,chemical
AVDL , AVJL          ,1,chemical
AVDL , DVC           ,2,chemical
AVDL , PVCL          ,1,chemical
AVDL , AVAL          ,37,chemical
AVDL , AVAR          ,37,chemical
AVDL , AVDR          ,5,chemical
AVDL , AVEL          ,5,chemical
AVDL , LUAL          ,2,chemical
AVDL , SABD          ,5,chemical
AVDL , SABVL         ,2,chemical
AVDL , SABVR         ,5,chemical
AVDL , DA01          ,4,chemical
AVDL , DA02          ,2,chemical
AVDL , DA03          ,9,chemical
AVDL , DA04          ,3,chemical
AVDL , DA05          ,1,chemical
AVDL , DA08          ,2,chemical
AVDL , AS04          ,2,chemical
AVDL , AS10          ,1,chemical
AVDL , AS11          ,4,chemical
AVDL , VA03          ,3,chemical
AVDL , VA05          ,1,chemical
AVDL , VA10          ,2,chemical
AVDL , VA12          ,1,chemical
AVDR , PQR           ,3,chemical
AVDR , ALA           ,1,chemical
AVDR , AVJR          ,1,chemical
AVDR , DVC           ,4,chemical
AVDR , PVCR          ,2,chemical
AVDR , AVAL          ,41,chemical
AVDR , AVAR          ,52,chemical
AVDR , AVBL          ,1,chemical
AVDR , AVDL          ,3,chemical
AVDR , AVER          ,2,chemical
AVDR , LUAL          ,3,chemical
AVDR , SABD          ,1,chemical
AVDR , SABVL         ,5,chemical
AVDR , SABVR         ,1,chemical
AVDR , DA01          ,5,chemical
AVDR , DA02          ,5,chemical
AVDR , DA03          ,3,chemical
AVDR , DA04          ,2,chemical
AVDR , DA05          ,3,chemical
AVDR , DA08          ,1,chemical
AVDR , DB01          ,1,chemical
AVDR , DB04          ,1,chemical
AVDR , AS10          ,2,chemical
AVDR , AS11          ,3,chemical
AVDR , VA02          ,1,chemical
AVDR , VA03          ,2,chemical
AVDR , VA05          ,3,chemical
AVDR , VA11          ,1,chemical
AVDR , hyp           ,2,chemical
AVEL , ALML          ,1,chemical
AVEL , RMGL          ,2,chemical
AVEL , PVT           ,1,chemical
AVEL , PVCL          ,1,chemical
AVEL , PVCR          ,2,chemical
AVEL , AVAL          ,17,chemical
AVEL , AVAR          ,3,chemical
AVEL , AVDL          ,5,chemical
AVEL , SABD          ,18,chemical
AVEL , SABVL         ,16,chemical
AVEL , SABVR         ,12,chemical
AVEL , DA01          ,11,chemical
AVEL , DA02          ,5,chemical
AVEL , DA03          ,6,chemical
AVEL , DB03          ,1,chemical
AVEL , AS01          ,3,chemical
AVEL , VA01          ,12,chemical
AVEL , VA03          ,1,chemical
AVEL , VD02          ,1,chemical
AVEL , VD03          ,1,chemical
AVER , OLLL          ,1,chemical
AVER , CEPDL         ,1,chemical
AVER , URXR          ,1,chemical
AVER , AIZR          ,1,chemical
AVER , RMGR          ,1,chemical
AVER , AVAL          ,14,chemical
AVER , AVAR          ,33,chemical
AVER , AVDL          ,4,chemical
AVER , AVDR          ,4,chemical
AVER , AVEL          ,3,chemical
AVER , RIMR          ,1,chemical
AVER , SABD          ,1,chemical
AVER , SABVL         ,12,chemical
AVER , SABVR         ,11,chemical
AVER , DA01          ,11,chemical
AVER , DA02          ,7,chemical
AVER , DA03          ,3,chemical
AVER , DB03          ,1,chemical
AVER , AS01          ,6,chemical
AVER , AS02          ,4,chemical
AVER , AS03          ,1,chemical
AVER , VA01          ,5,chemical
AVER , VA02          ,4,chemical
AVER , VA03          ,1,chemical
AVER , VA04          ,2,chemical
LUAL , PHBL          ,2,chemical
LUAL , AVJL          ,4,chemical
LUAL , AVJR          ,1,chemical
LUAL , PVNL          ,1,chemical
LUAL , PVWL          ,1,chemical
LUAL , AVAL          ,27,chemical
LUAL , AVAR          ,23,chemical
LUAL , AVDL          ,27,chemical
LUAL , AVDR          ,6,chemical
LUAR , PQR           ,7,chemical
LUAR , AVJR          ,4,chemical
LUAR , PVNL          ,1,chemical
LUAR , PVR           ,2,chemical
LUAR , PVWL          ,3,chemical
LUAR , PVWR          ,2,chemical
LUAR , PVCR          ,9,chemical
LUAR , AVAL          ,13,chemical
LUAR , AVAR          ,31,chemical
LUAR , AVDL          ,5,chemical
LUAR , AVDR          ,14,chemical
LUAR , PDB           ,2,chemical
LUAR , hyp           ,1,chemical
RIML , AIBL          ,1,chemical
RIML , AIBR          ,22,chemical
RIML , RIAL          ,3,chemical
RIML , RIBL          ,9,chemical
RIML , RICR          ,1,chemical
RIML , RMFL          ,2,chemical
RIML , RMFR          ,2,chemical
RIML , AVKR          ,1,chemical
RIML , AVAL          ,5,chemical
RIML , AVAR          ,2,chemical
RIML , AVBL          ,9,chemical
RIML , AVBR          ,11,chemical
RIML , AVER          ,5,chemical
RIML , RIML          ,11,chemical
RIML , RIMR          ,2,chemical
RIML , RMDL          ,9,chemical
RIML , RMDR          ,21,chemical
RIML , SAADL         ,1,chemical
RIML , SAADR         ,4,chemical
RIML , SAAVL         ,10,chemical
RIML , SAAVR         ,10,chemical
RIML , SMDDL         ,11,chemical
RIML , SMDDR         ,14,chemical
RIML , SMDVL         ,11,chemical
RIML , VB01          ,8,chemical
RIML , dBWMR5        ,6,chemical
RIML , vBWMR4        ,2,chemical
RIMR , AIBL          ,15,chemical
RIMR , ADAR          ,9,chemical
RIMR , RIBR          ,4,chemical
RIMR , RMFL          ,1,chemical
RIMR , RMFR          ,7,chemical
RIMR , RIS           ,2,chemical
RIMR , AVJL          ,4,chemical
RIMR , AVKL          ,1,chemical
RIMR , AVAL          ,9,chemical
RIMR , AVBL          ,9,chemical
RIMR , AVBR          ,12,chemical
RIMR , RIML          ,4,chemical
RIMR , RMDL          ,15,chemical
RIMR , RMDR          ,12,chemical
RIMR , SAAVL         ,11,chemical
RIMR , SAAVR         ,8,chemical
RIMR , SMDDL         ,9,chemical
RIMR , SMDDR         ,14,chemical
RIMR , SMDVL         ,2,chemical
RIMR , SMDVR         ,3,chemical
RIMR , VB01          ,2,chemical
RIMR , dBWML5        ,15,chemical
RIMR , vBWML4        ,5,chemical
RMDDL , IL1DR         ,2,chemical
RMDDL , IL1R          ,9,chemical
RMDDL , CEPVL         ,2,chemical
RMDDL , RIAL          ,1,chemical
RMDDL , AVER          ,1,chemical
RMDDL , RMDVL         ,1,chemical
RMDDL , RMDVR         ,22,chemical
RMDDL , RMEV          ,2,chemical
RMDDL , RMHL          ,1,chemical
RMDDL , dBWMR1        ,8,chemical
RMDDL , dBWMR2        ,4,chemical
RMDDL , dBWMR3        ,8,chemical
RMDDL , dBWMR4        ,12,chemical
RMDDL , dBWMR5        ,13,chemical
RMDDL , dBWMR6        ,2,chemical
RMDDL , vBWML1        ,1,chemical
RMDDR , RMDDL         ,1,chemical
RMDDR , RMDVL         ,26,chemical
RMDDR , RMDVR         ,3,chemical
RMDDR , dBWML1        ,2,chemical
RMDDR , dBWML2        ,12,chemical
RMDDR , dBWML3        ,1,chemical
RMDDR , dBWML4        ,17,chemical
RMDDR , dBWML6        ,3,chemical
RMDDR , dBWMR1        ,3,chemical
RMDDR , dBWMR2        ,7,chemical
RMDDR , dBWMR6        ,3,chemical
RMDDR , dBWMR7        ,3,chemical
RMDDR , vBWML1        ,2,chemical
RMDL , IL1L          ,1,chemical
RMDL , IL1R          ,1,chemical
RMDL , OLLL          ,1,chemical
RMDL , OLLR          ,3,chemical
RMDL , CEPVL         ,1,chemical
RMDL , URXR          ,1,chemical
RMDL , ADEL          ,1,chemical
RMDL , ADER          ,3,chemical
RMDL , RIAL          ,20,chemical
RMDL , RIAR          ,22,chemical
RMDL , RIBR          ,1,chemical
RMDL , RMFR          ,1,chemical
RMDL , RIS           ,1,chemical
RMDL , AVKR          ,1,chemical
RMDL , RIML          ,3,chemical
RMDL , RMDDR         ,7,chemical
RMDL , RMDR          ,8,chemical
RMDL , RMDVL         ,2,chemical
RMDL , RMDVR         ,3,chemical
RMDL , RMER          ,3,chemical
RMDL , RMHL          ,3,chemical
RMDL , RMHR          ,1,chemical
RMDL , RIVL          ,1,chemical
RMDL , SIBDR         ,3,chemical
RMDL , SMBVR         ,2,chemical
RMDL , SMDDR         ,1,chemical
RMDL , dBWML3        ,1,chemical
RMDL , dBWML5        ,2,chemical
RMDL , dBWMR3        ,4,chemical
RMDL , dBWMR4        ,6,chemical
RMDL , vBWML1        ,4,chemical
RMDL , vBWMR4        ,8,chemical
RMDL , vBWMR8        ,1,chemical
RMDR , IL1L          ,2,chemical
RMDR , OLLR          ,2,chemical
RMDR , RIAL          ,14,chemical
RMDR , RIAR          ,21,chemical
RMDR , RIS           ,1,chemical
RMDR , RMGL          ,1,chemical
RMDR , AVKR          ,1,chemical
RMDR , RIMR          ,1,chemical
RMDR , RMDDL         ,6,chemical
RMDR , RMDL          ,11,chemical
RMDR , RMDVL         ,9,chemical
RMDR , SIAVL         ,1,chemical
RMDR , SMDDR         ,1,chemical
RMDR , dBWML5        ,2,chemical
RMDR , vBWML4        ,2,chemical
RMDR , vBWML5        ,2,chemical
RMDVL , IL1R          ,2,chemical
RMDVL , IL2VR         ,1,chemical
RMDVL , OLQVR         ,3,chemical
RMDVL , CEPDL         ,2,chemical
RMDVL , URYVR         ,1,chemical
RMDVL , AVER          ,2,chemical
RMDVL , RMDDR         ,41,chemical
RMDVL , RMDR          ,2,chemical
RMDVL , RMDVR         ,1,chemical
RMDVL , SIAVR         ,2,chemical
RMDVL , SIBVR         ,1,chemical
RMDVL , vBWMR2        ,20,chemical
RMDVL , vBWMR3        ,11,chemical
RMDVL , vBWMR4        ,31,chemical
RMDVL , vBWMR6        ,18,chemical
RMDVL , vBWMR7        ,3,chemical
RMDVR , IL1DR         ,1,chemical
RMDVR , IL1L          ,1,chemical
RMDVR , OLQVL         ,2,chemical
RMDVR , URYVL         ,2,chemical
RMDVR , RIAR          ,1,chemical
RMDVR , AVAR          ,1,chemical
RMDVR , RMDDL         ,43,chemical
RMDVR , RMDVR         ,2,chemical
RMDVR , URAVL         ,8,chemical
RMDVR , SIAVL         ,2,chemical
RMDVR , SIBDR         ,1,chemical
RMDVR , SIBVL         ,1,chemical
RMDVR , SMBDR         ,1,chemical
RMDVR , dBWML3        ,5,chemical
RMDVR , vBWML1        ,21,chemical
RMDVR , vBWML2        ,15,chemical
RMDVR , vBWML3        ,8,chemical
RMDVR , vBWML4        ,19,chemical
RMDVR , vBWML5        ,8,chemical
RMDVR , vBWML6        ,5,chemical
RMDVR , vBWML7        ,2,chemical
RMDVR , vBWMR3        ,2,chemical
RMDVR , vBWMR6        ,2,chemical
RMDVR , vBWMR7        ,2,chemical
RMED , RIBL          ,1,chemical
RMED , RIBR          ,1,chemical
RMED , RMED          ,1,chemical
RMED , SMDDL         ,1,chemical
RMED , SMDDR         ,4,chemical
RMED , vBWML2        ,15,chemical
RMED , vBWML3        ,10,chemical
RMED , vBWMR2        ,25,chemical
RMED , vBWMR3        ,26,chemical
RMED , vBWMR6        ,2,chemical
RMEL , IL1R          ,2,chemical
RMEL , OLLR          ,1,chemical
RMEL , RIPR          ,1,chemical
RMEL , RMEV          ,1,chemical
RMEL , dBWMR3        ,22,chemical
RMEL , dBWMR5        ,7,chemical
RMEL , vBWMR4        ,9,chemical
RMER , IL1L          ,4,chemical
RMER , RMER          ,5,chemical
RMER , RMHR          ,3,chemical
RMER , dBWML3        ,45,chemical
RMER , dBWML4        ,4,chemical
RMER , vBWML1        ,14,chemical
RMER , vBWML4        ,7,chemical
RMEV , RIBR          ,2,chemical
RMEV , RIH           ,2,chemical
RMEV , RIS           ,1,chemical
RMEV , RMDDL         ,1,chemical
RMEV , RMDDR         ,1,chemical
RMEV , RMED          ,1,chemical
RMEV , SMDDR         ,1,chemical
RMEV , SMDVL         ,1,chemical
RMEV , dBWML1        ,1,chemical
RMEV , dBWML2        ,5,chemical
RMEV , dBWMR1        ,9,chemical
RMEV , dBWMR2        ,5,chemical
RMEV , dBWMR6        ,5,chemical
RMEV , dBWMR7        ,4,chemical
RMHL , IL1R          ,2,chemical
RMHL , RICL          ,1,chemical
RMHL , RICR          ,1,chemical
RMHL , RID           ,1,chemical
RMHL , AVAR          ,1,chemical
RMHL , RMDDL         ,2,chemical
RMHL , RMDR          ,1,chemical
RMHL , SAAVL         ,1,chemical
RMHL , SIBDR         ,1,chemical
RMHL , dBWMR3        ,7,chemical
RMHL , dBWMR4        ,2,chemical
RMHL , dBWMR5        ,2,chemical
RMHR , CEPVL         ,1,chemical
RMHR , AIBR          ,3,chemical
RMHR , RMGL          ,8,chemical
RMHR , RMDL          ,4,chemical
RMHR , RMDR          ,1,chemical
RMHR , RMER          ,4,chemical
RMHR , RMHL          ,3,chemical
RMHR , SMDDL         ,3,chemical
RMHR , dBWML3        ,1,chemical
RMHR , dBWML4        ,7,chemical
RMHR , dBWML5        ,8,chemical
RMHR , vBWML1        ,3,chemical
RIVL , ASGL          ,1,chemical
RIVL , ASJL          ,1,chemical
RIVL , RIAL          ,5,chemical
RIVL , RIAR          ,2,chemical
RIVL , RMDL          ,4,chemical
RIVL , RMDVL         ,5,chemical
RIVL , SAADR         ,11,chemical
RIVL , SIAVR         ,5,chemical
RIVL , SMDDR         ,8,chemical
RIVL , SMDVL         ,2,chemical
RIVL , vBWMR5        ,6,chemical
RIVL , vBWMR6        ,3,chemical
RIVL , vBWMR7        ,18,chemical
RIVR , RIAL          ,6,chemical
RIVR , RIAR          ,2,chemical
RIVR , RMDDL         ,1,chemical
RIVR , RMDR          ,4,chemical
RIVR , RMDVR         ,1,chemical
RIVR , RMHR          ,2,chemical
RIVR , RIVL          ,8,chemical
RIVR , SAADL         ,12,chemical
RIVR , SIAVL         ,5,chemical
RIVR , SIBVL         ,1,chemical
RIVR , SMBDL         ,1,chemical
RIVR , SMDDL         ,6,chemical
RIVR , SMDVR         ,3,chemical
RIVR , dBWMR7        ,1,chemical
RIVR , vBWML3        ,2,chemical
RIVR , vBWML4        ,1,chemical
RIVR , vBWML7        ,9,chemical
RIVR , vBWMR6        ,8,chemical
RIVR , vBWMR7        ,14,chemical
URADL , IL1DL         ,4,chemical
URADL , RIH           ,3,chemical
URADL , RIPL          ,12,chemical
URADL , RMEL          ,8,chemical
URADL , dBWML1        ,2,chemical
URADL , dBWML2        ,7,chemical
URADL , dBWML6        ,11,chemical
URADR , IL1DR         ,3,chemical
URADR , URYDR         ,1,chemical
URADR , RIPR          ,16,chemical
URADR , RMER          ,1,chemical
URADR , dBWMR1        ,15,chemical
URADR , dBWMR2        ,5,chemical
URADR , dBWMR3        ,4,chemical
URADR , dBWMR4        ,4,chemical
URADR , dBWMR5        ,7,chemical
URAVL , IL1L          ,3,chemical
URAVL , IL1VL         ,6,chemical
URAVL , CEPVL         ,1,chemical
URAVL , RIBL          ,1,chemical
URAVL , RIPL          ,15,chemical
URAVL , DVC           ,1,chemical
URAVL , AVER          ,1,chemical
URAVL , RMDDL         ,7,chemical
URAVL , RMDVR         ,1,chemical
URAVL , RMEL          ,8,chemical
URAVL , RMER          ,3,chemical
URAVL , RMEV          ,10,chemical
URAVL , vBWML1        ,20,chemical
URAVL , vBWML2        ,17,chemical
